filename,width,height,class,xmin,ymin,xmax,ymax
DOC_202009281620_НТКА-003166_003-001.jpg,2480,3507,factura1,2213,103,2349,1112
DOC_202009281747_НТКА-003164_007-000.jpg,2480,3507,UPD2,972,203,2245,481
DOC_202009281747_НТКА-003164_007-000.jpg,2480,3507,factura1,2031,435,2195,1376
DOC_202009282359_НТКА-003338_001-000.jpg,2480,3507,factura1,2104,126,2281,1212
DOC_202009290932_НТКА-003176_002-000.jpg,2480,3507,UPD,1804,176,2472,540
DOC_202009290932_НТКА-003176_002-000.jpg,2480,3507,factura2,2290,476,2445,1781
DOC_202009291012_НТКА-003177_001-000.jpg,2480,3507,UPD,1781,199,2463,549
DOC_202009291012_НТКА-003177_001-000.jpg,2480,3507,factura2,2290,508,2472,1799
DOC_202009291114_НТКА-003180_002-000.jpg,2480,3507,UPD,1781,199,2449,544
DOC_202009291114_НТКА-003180_002-000.jpg,2480,3507,factura2,2267,531,2431,1785
DOC_202009291156_НТКА-003178_002-000.jpg,2480,3507,UPD,1754,162,2422,549
DOC_202009291156_НТКА-003178_002-000.jpg,2480,3507,factura2,2176,503,2417,1740
DOC_202009291156_НТКА-003179_002-000.jpg,2480,3507,UPD,1749,226,2440,558
DOC_202009291156_НТКА-003179_002-000.jpg,2480,3507,factura2,2245,512,2458,1862
DOC_202009291158_НТКА-003183_002-000.jpg,2480,3507,UPD,1767,199,2480,584
DOC_202009291158_НТКА-003183_002-000.jpg,2480,3507,factura2,2295,544,2445,1826
DOC_202009291202_НТКА-003186_001-000.jpg,2480,3507,UPD,1763,149,2445,476
DOC_202009291202_НТКА-003186_001-000.jpg,2480,3507,factura2,2272,444,2467,1717
DOC_202009291207_НТКА-003182_002-000.jpg,2480,3507,UPD,1749,190,2426,512
DOC_202009291207_НТКА-003182_002-000.jpg,2480,3507,factura2,2267,481,2426,1749
DOC_202009291235_НТКА-003187_002-000.jpg,2480,3507,UPD,1726,153,2422,494
DOC_202009291235_НТКА-003187_002-000.jpg,2480,3507,factura2,2222,462,2408,1776
DOC_202009291237_НТКА-003185_001-000.jpg,2480,3507,UPD,1776,153,2445,471
DOC_202009291237_НТКА-003185_001-000.jpg,2480,3507,factura2,2299,440,2449,1721
DOC_202009291253_НТКА-003184_001-000.jpg,2480,3507,UPD,1763,149,2467,490
DOC_202009291253_НТКА-003184_001-000.jpg,2480,3507,factura2,2281,449,2431,1690
DOC_202009291341_НТКА-003188_002-000.jpg,2480,3507,UPD,1722,126,2422,485
DOC_202009291341_НТКА-003188_002-000.jpg,2480,3507,factura2,2231,440,2404,1740
DOC_202009291405_НТКА-003192_004-000.jpg,2480,3507,UPD2,305,3034,1533,3319
DOC_202009291405_НТКА-003192_004-000.jpg,2480,3507,factura1,302,2134,480,3022
DOC_202009291428_НТКА-003189_002-000.jpg,2480,3507,UPD,1749,203,2435,549
DOC_202009291428_НТКА-003189_002-000.jpg,2480,3507,factura2,2263,508,2408,1785
DOC_202009291429_НТКА-003193_007-000.jpg,2480,3507,UPD2,271,3028,1533,3366
DOC_202009291429_НТКА-003193_007-000.jpg,2480,3507,factura1,302,2163,483,3031
DOC_202009291433_НТКА-003190_002-000.jpg,2480,3507,UPD,1821,194,2471,538
DOC_202009291433_НТКА-003190_002-000.jpg,2480,3507,factura2,2274,478,2437,1744
DOC_202009291500_НТКА-003194_001-000.jpg,2480,3507,UPD,1676,185,2349,521
DOC_202009291500_НТКА-003194_001-000.jpg,2480,3507,factura2,2176,476,2326,1744
DOC_202009291956_НТКА-003198_002-000.jpg,2480,3507,UPD,1681,190,2335,558
DOC_202009291956_НТКА-003198_002-000.jpg,2480,3507,factura2,2195,494,2335,1785
DOC_202009292025_НТКА-003200_002-000.jpg,2480,3507,UPD,1681,190,2372,558
DOC_202009292025_НТКА-003200_002-000.jpg,2480,3507,factura2,2199,508,2308,1758
DOC_202009292031_НТКА-003201_002-000.jpg,2480,3507,UPD,1685,208,2363,562
DOC_202009292031_НТКА-003201_002-000.jpg,2480,3507,factura2,2190,535,2335,1771
DOC_202009292044_НТКА-003199_002-000.jpg,2480,3507,UPD,1681,199,2358,540
DOC_202009292044_НТКА-003199_002-000.jpg,2480,3507,factura2,2185,499,2349,1767
DOC_202009292359_НТКА-003339_001-000.jpg,2480,3507,factura1,2108,140,2281,1149
DOC_202009300000_НТКА-003301_002-001.jpg,2480,3507,factura1,304,2099,490,3367
DOC_202009300000_НТКА-003302_002-000.jpg,2480,3507,TORG12,922,1126,1140,2826
DOC_202009300000_НТКА-003302_002-001.jpg,2480,3507,factura1,258,2099,476,3371
DOC_202009300728_НТКА-003202_002-000.jpg,2480,3507,UPD,1699,185,2426,526
DOC_202009300728_НТКА-003202_002-000.jpg,2480,3507,factura2,2199,494,2331,1758
DOC_202007221508_НТКА-002238_007-005.jpg,2480,3507,TORG12,1277,600,1502,1931
DOC_202007292359_НТКА-002380_001-000.jpg,2480,3507,factura1,2149,151,2251,1159
DOC_202007311128_НТКА-002317_001-000.jpg,2480,3507,factura1,2113,173,2282,1113
DOC_202007311149_НТКА-002318_001-000.jpg,2480,3507,factura1,2125,187,2275,1180
DOC_202007311200_НТКА-0000095_002-000.jpg,2480,3507,factura1,1949,222,2146,1331
DOC_202007311201_НТКА-0000096_002-000.jpg,2480,3507,factura1,1978,218,2151,1292
DOC_202007311202_НТКА-0000097_002-000.jpg,2480,3507,factura1,1965,225,2152,1291
DOC_202007311219_НТКА-0000114_002-000.jpg,2480,3507,factura1,1937,247,2161,1294
DOC_202007311220_НТКА-0000115_002-000.jpg,2480,3507,factura1,1954,211,2139,1297
DOC_202007311441_НТКА-002329_001-000.jpg,2480,3507,factura1,2218,81,2418,1000
DOC_202007311457_НТКА-002330_001-000.jpg,2480,3507,factura1,2275,104,2397,985
DOC_202009021109_НТКА-002784_002-000.jpg,2480,3507,UPD,1715,97,2412,453
DOC_202009021109_НТКА-002784_002-000.jpg,2480,3507,factura2,2249,416,2393,1728
DOC_202009021122_НТКА-002785_002-000.jpg,2480,3507,UPD,1580,178,2316,525
DOC_202009021122_НТКА-002785_002-000.jpg,2480,3507,factura2,2173,518,2309,1725
DOC_202009021607_НТКА-002787_003-000.jpg,2480,3507,TORG12,1352,509,1537,2278
DOC_202009021607_НТКА-002787_003-001.jpg,2480,3507,factura1,1987,906,2171,2063
DOC_202009022359_НТКА-003328_001-000.jpg,2480,3507,factura1,2085,117,2299,1144
DOC_202009022359_НТКА-003329_001-000.jpg,2480,3507,factura1,2090,131,2313,1203
DOC_202009030913_НТКА-002793_003-000.jpg,2480,3507,factura1,1949,240,2126,1112
DOC_202009022359_НТКА-003330_001-000.jpg,2480,3507,factura1,2072,131,2263,1149
DOC_202009030953_НТКА-002790_003-000.jpg,2480,3507,TORG12,1383,750,1562,2116
DOC_202009030953_НТКА-002790_003-001.jpg,2480,3507,factura1,1999,49,2199,1249
DOC_202009031142_НТКА-002795_002-000.jpg,2480,3507,factura1,1963,249,2056,1128
DOC_202009031516_НТКА-002799_003-000.jpg,2480,3507,TORG12,1351,737,1597,1925
DOC_202009031523_НТКА-002802_003-000.jpg,2480,3507,UPD,1377,109,2230,456
DOC_202009031523_НТКА-002802_003-000.jpg,2480,3507,factura2,2033,422,2262,1978
DOC_202009031525_НТКА-002798_003-000.jpg,2480,3507,TORG12,1358,744,1640,2103
DOC_202009031525_НТКА-002798_003-001.jpg,2480,3507,factura1,2037,56,2255,1244
DOC_202009031545_НТКА-002800_003-000.jpg,2480,3507,TORG12,1440,753,1630,2088
DOC_202009031545_НТКА-002801_003-000.jpg,2480,3507,UPD,1374,103,2224,456
DOC_202009031545_НТКА-002801_003-000.jpg,2480,3507,factura2,2046,409,2224,1988
DOC_202009031545_НТКА-002800_003-001.jpg,2480,3507,factura1,2052,59,2255,1244
DOC_202009031547_НТКА-002803_002-000.jpg,2480,3507,UPD,1390,106,2227,450
DOC_202009031547_НТКА-002803_002-000.jpg,2480,3507,factura2,2052,428,2221,1988
DOC_202009031647_НТКА-002805_003-000.jpg,2480,3507,TORG12,1533,678,1677,1881
DOC_202009031647_НТКА-002805_003-001.jpg,2480,3507,factura1,2099,67,2254,1253
DOC_202009041228_НТКА-002812_002-000.jpg,2480,3507,factura1,133,2172,296,3378
DOC_202009041152_НТКА-002810_002-000.jpg,2480,3507,UPD,1335,112,2195,467
DOC_202009041152_НТКА-002810_002-000.jpg,2480,3507,factura2,2017,426,2158,2031
DOC_202009041245_НТКА-002811_001-000.jpg,2480,3507,UPD,1526,99,2432,437
DOC_202009041245_НТКА-002811_001-000.jpg,2480,3507,factura2,2270,413,2397,1544
DOC_202009041317_НТКА-002813_003-000.jpg,2480,3507,TORG12,1408,866,1643,2091
DOC_202009041319_НТКА-002815_003-000.jpg,2480,3507,UPD,1630,88,2480,457
DOC_202009041319_НТКА-002815_003-000.jpg,2480,3507,factura2,2340,459,2465,1650
DOC_202009041335_НТКА-002814_002-000.jpg,2480,3507,UPD,1765,134,2452,484
DOC_202009041335_НТКА-002814_002-000.jpg,2480,3507,factura2,2227,459,2405,1772
DOC_202009041501_НТКА-002823_003-001.jpg,2480,3507,factura2,281,1135,485,2726
DOC_202009051721_НТКА-002831_003-002.jpg,2480,3507,UPD2,1295,208,2222,476
DOC_202009051721_НТКА-002831_003-002.jpg,2480,3507,factura1,2026,481,2176,1376
DOC_202009051722_НТКА-002826_002-000.jpg,2480,3507,UPD2,1304,94,2290,376
DOC_202009051722_НТКА-002826_002-000.jpg,2480,3507,factura1,2045,390,2235,1335
DOC_202009051739_НТКА-002827_002-000.jpg,2480,3507,UPD2,1299,203,2213,471
DOC_202009051739_НТКА-002827_002-000.jpg,2480,3507,factura1,2022,449,2176,1381
DOC_202009051747_НТКА-002828_002-000.jpg,2480,3507,UPD2,1299,85,2326,385
DOC_202009051747_НТКА-002828_002-000.jpg,2480,3507,factura1,2058,390,2240,1335
DOC_202009051801_НТКА-002838_003-000.jpg,2480,3507,UPD2,1304,94,2258,376
DOC_202009051801_НТКА-002838_003-000.jpg,2480,3507,factura1,2054,381,2258,1321
DOC_202009051808_НТКА-002836_003-000.jpg,2480,3507,UPD2,1295,208,2204,476
DOC_202009051808_НТКА-002836_003-000.jpg,2480,3507,factura1,1990,453,2181,1367
DOC_202009051833_НТКА-002835_003-000.jpg,2480,3507,UPD2,1304,90,2263,381
DOC_202009051833_НТКА-002835_003-000.jpg,2480,3507,factura1,2081,376,2235,1344
DOC_202009051837_НТКА-002839_003-000.jpg,2480,3507,UPD2,1308,90,2272,376
DOC_202009051837_НТКА-002839_003-000.jpg,2480,3507,factura1,2072,390,2231,1340
DOC_202009051839_НТКА-002832_003-000.jpg,2480,3507,UPD2,1304,94,2226,381
DOC_202009051839_НТКА-002832_003-000.jpg,2480,3507,factura1,2045,353,2235,1340
DOC_202009051839_НТКА-002833_002-000.jpg,2480,3507,UPD2,1304,94,2235,376
DOC_202009051839_НТКА-002833_002-000.jpg,2480,3507,factura1,2067,349,2258,1331
DOC_202009051847_НТКА-002837_002-000.jpg,2480,3507,UPD2,1304,99,2281,371
DOC_202009051847_НТКА-002837_002-000.jpg,2480,3507,factura1,2072,340,2245,1326
DOC_202009051854_НТКА-002834_003-000.jpg,2480,3507,UPD2,1299,90,2276,381
DOC_202009051854_НТКА-002834_003-000.jpg,2480,3507,factura1,2058,353,2222,1321
DOC_202009052135_НТКА-002841_003-000.jpg,2480,3507,UPD2,1263,53,2263,390
DOC_202009052135_НТКА-002841_003-000.jpg,2480,3507,factura1,2049,331,2263,1308
DOC_202009052118_НТКА-002843_002-000.jpg,2480,3507,UPD2,1267,90,2240,376
DOC_202009052118_НТКА-002843_002-000.jpg,2480,3507,factura1,2054,335,2235,1321
DOC_202009052145_НТКА-002840_003-000.jpg,2480,3507,UPD2,1276,58,2249,381
DOC_202009052145_НТКА-002840_003-000.jpg,2480,3507,factura1,2017,335,2254,1335
DOC_202009052151_НТКА-002842_003-000.jpg,2480,3507,UPD2,1263,58,2272,371
DOC_202009052151_НТКА-002842_003-000.jpg,2480,3507,factura1,2035,335,2249,1349
DOC_202009070817_НТКА-002844_009-006.jpg,2480,3507,UPD2,990,81,2295,390
DOC_202009070817_НТКА-002844_009-006.jpg,2480,3507,factura1,2090,353,2285,1326
DOC_202009071008_НТКА-002845_002-000.jpg,2480,3507,UPD,1670,194,2375,528
DOC_202009071008_НТКА-002845_002-000.jpg,2480,3507,factura2,2230,520,2339,1706
DOC_202009071519_НТКА-002848_002-000.jpg,2480,3507,UPD,1805,44,2465,413
DOC_202009071541_НТКА-002849_002-000.jpg,2480,3507,UPD,1843,134,2443,753
DOC_202009071541_НТКА-002849_002-000.jpg,2480,3507,factura2,2290,728,2408,1825
DOC_202009071611_НТКА-002850_002-000.jpg,2480,3507,UPD,1774,125,2383,444
DOC_202009071611_НТКА-002850_002-000.jpg,2480,3507,factura2,2265,459,2383,1647
DOC_202009071823_НТКА-002852_002-000.jpg,2480,3507,UPD,1740,150,2396,491
DOC_202009071823_НТКА-002852_002-000.jpg,2480,3507,factura2,2227,453,2374,1797
DOC_202009071825_НТКА-002856_002-000.jpg,2480,3507,UPD,1724,109,2380,438
DOC_202009071825_НТКА-002856_002-000.jpg,2480,3507,factura2,2265,425,2415,1500
DOC_202009071834_НТКА-002855_002-000.jpg,2480,3507,UPD,1765,150,2437,500
DOC_202009071834_НТКА-002855_002-000.jpg,2480,3507,factura2,2277,472,2449,1756
DOC_202009071846_НТКА-002854_002-000.jpg,2480,3507,UPD,1724,122,2440,459
DOC_202009071846_НТКА-002854_002-000.jpg,2480,3507,factura2,2280,428,2393,1756
DOC_202009071845_НТКА-002851_002-000.jpg,2480,3507,UPD,1699,153,2327,456
DOC_202009071845_НТКА-002851_002-000.jpg,2480,3507,factura2,2149,475,2318,1619
DOC_202009071851_НТКА-002857_001-000.jpg,2480,3507,factura1,2187,94,2330,1109
DOC_202009071851_НТКА-002857_002-000.jpg,2480,3507,TORG12,1497,632,1701,1649
DOC_202009081109_НТКА-002861_005-000.jpg,2480,3507,UPD2,958,76,2281,381
DOC_202009081109_НТКА-002861_005-000.jpg,2480,3507,factura1,2095,385,2258,1317
DOC_202009081426_НТКА-000264_002-001.jpg,2480,3507,factura1,2046,172,2171,1050
DOC_202009081515_НТКА-002864_002-000.jpg,2480,3507,UPD,1727,206,2324,513
DOC_202009081515_НТКА-002864_002-000.jpg,2480,3507,factura2,2165,500,2287,1409
DOC_202009081619_НТКА-002865_001-000.jpg,2480,3507,UPD,1715,184,2308,488
DOC_202009081619_НТКА-002865_001-000.jpg,2480,3507,factura2,2152,484,2312,1369
DOC_202009090901_НТКА-002868_007-005.jpg,2480,3507,TORG12,1452,831,1646,1931
DOC_202009091010_НТКА-002870_007-005.jpg,2480,3507,TORG12,1433,828,1605,1934
DOC_202009091024_НТКА-002869_007-005.jpg,2480,3507,TORG12,1430,841,1596,1900
DOC_202009091052_НТКА-000265_002-000.jpg,2480,3507,UPD,1777,131,2433,447
DOC_202009091052_НТКА-000265_002-000.jpg,2480,3507,factura2,2302,472,2412,1722
DOC_202009091118_НТКА-002873_004-000.jpg,2480,3507,UPD,1699,109,2383,447
DOC_202009091118_НТКА-002873_004-000.jpg,2480,3507,factura2,2215,459,2396,1725
DOC_202009091121_НТКА-002872_002-000.jpg,2480,3507,UPD,1758,128,2433,450
DOC_202009091121_НТКА-002872_002-000.jpg,2480,3507,factura2,2252,428,2418,1700
DOC_202009091156_НТКА-002874_002-000.jpg,2480,3507,TORG12,554,797,1497,942
DOC_202009091458_НТКА-002875_001-000.jpg,2480,3507,UPD,1687,206,2349,534
DOC_202009091458_НТКА-002875_001-000.jpg,2480,3507,factura2,2165,500,2312,1756
DOC_202009100912_НТКА-002886_002-000.jpg,2480,3507,UPD,1668,103,2415,438
DOC_202009100912_НТКА-002886_002-000.jpg,2480,3507,factura2,2224,409,2393,1716
DOC_202009101017_НТКА-000269_001-000.jpg,2480,3507,TORG12,1302,684,1540,1859
DOC_202009101022_НТКА-000267_001-000.jpg,2480,3507,TORG12,1318,703,1562,1828
DOC_202009101027_НТКА-000266_001-000.jpg,2480,3507,TORG12,1318,700,1568,1834
DOC_202009101032_НТКА-000270_001-000.jpg,2480,3507,TORG12,1278,709,1506,1811
DOC_202009101047_НТКА-000268_002-000.jpg,2480,3507,TORG12,1299,699,1537,1842
DOC_202009101114_НТКА-002890_002-000.jpg,2480,3507,UPD,1746,106,2430,459
DOC_202009101114_НТКА-002890_002-000.jpg,2480,3507,factura2,2221,425,2412,1716
DOC_202009101118_НТКА-002892_002-000.jpg,2480,3507,factura1,2071,181,2227,1231
DOC_202009101125_НТКА-002887_003-000.jpg,2480,3507,factura1,2162,156,2308,1353
DOC_202009101348_НТКА-002893_008-005.jpg,2480,3507,TORG12,858,1631,1033,2691
DOC_202009101432_НТКА-002896_002-000.jpg,2480,3507,UPD,1737,125,2452,459
DOC_202009101432_НТКА-002896_002-000.jpg,2480,3507,factura2,2265,434,2393,1716
DOC_202009110701_НТКА-002897_002-000.jpg,2480,3507,UPD,1527,103,2433,422
DOC_202009110701_НТКА-002897_002-000.jpg,2480,3507,factura2,2237,397,2418,1447
DOC_202009111134_НТКА-002900_005-000.jpg,2480,3507,UPD2,1013,99,2222,376
DOC_202009111134_НТКА-002900_005-000.jpg,2480,3507,factura1,2067,362,2226,1321
DOC_202009111334_НТКА-002902_002-000.jpg,2480,3507,factura2,2221,119,2424,1575
DOC_202009111416_НТКА-002903_004-000.jpg,2480,3507,factura2,2137,406,2305,1675
DOC_202009111416_НТКА-002903_004-000.jpg,2480,3507,UPD,1605,103,2293,428
DOC_202009111521_НТКА-002905_008-000.jpg,2480,3507,UPD2,922,53,2245,376
DOC_202009111521_НТКА-002905_008-000.jpg,2480,3507,factura1,2076,340,2240,1303
DOC_202009111523_НТКА-002904_009-008.jpg,2480,3507,UPD2,908,85,2213,371
DOC_202009111523_НТКА-002904_009-008.jpg,2480,3507,factura1,2026,340,2231,1326
DOC_202009112359_НТКА-003331_001-000.jpg,2480,3507,factura1,2112,141,2274,1141
DOC_202009141036_НТКА-002909_002-000.jpg,2480,3507,UPD,1687,153,2405,484
DOC_202009141036_НТКА-002909_002-000.jpg,2480,3507,factura2,2252,453,2383,1756
DOC_202009141051_НТКА-002907_002-000.jpg,2480,3507,UPD,243,3050,1108,3403
DOC_202009141051_НТКА-002907_002-000.jpg,2480,3507,factura2,308,1525,490,3091
DOC_202009141307_НТКА-002910_001-000.jpg,2480,3507,UPD2,904,53,2249,399
DOC_202009141307_НТКА-002910_001-000.jpg,2480,3507,factura1,2045,331,2222,1308
DOC_202009141324_НТКА-002912_005-000.jpg,2480,3507,UPD2,958,85,2313,399
DOC_202009141324_НТКА-002912_005-000.jpg,2480,3507,factura1,2095,362,2249,1340
DOC_202009141358_НТКА-002911_003-000.jpg,2480,3507,UPD2,963,76,2281,394
DOC_202009141358_НТКА-002911_003-000.jpg,2480,3507,factura1,2090,394,2263,1353
DOC_202009141433_НТКА-002913_003-001.jpg,2480,3507,UPD2,949,71,2313,408
DOC_202009141433_НТКА-002913_003-001.jpg,2480,3507,factura1,2054,349,2258,1344
DOC_202009141438_НТКА-002915_003-000.jpg,2480,3507,UPD2,972,85,2276,390
DOC_202009141438_НТКА-002915_003-000.jpg,2480,3507,factura1,2081,371,2249,1344
DOC_202009141446_НТКА-002914_003-000.jpg,2480,3507,UPD2,972,76,2304,403
DOC_202009141446_НТКА-002914_003-000.jpg,2480,3507,factura1,2099,367,2263,1344
DOC_202009141523_НТКА-002917_003-000.jpg,2480,3507,UPD2,967,62,2285,399
DOC_202009141523_НТКА-002917_003-000.jpg,2480,3507,factura1,2081,362,2258,1353
DOC_202009141528_НТКА-002918_003-000.jpg,2480,3507,UPD2,954,90,2281,385
DOC_202009141528_НТКА-002918_003-000.jpg,2480,3507,factura1,2090,344,2276,1344
DOC_202009142359_НТКА-003332_001-000.jpg,2480,3507,factura1,2124,141,2265,1163
DOC_202009150715_НТКА-002919_003-000.jpg,2480,3507,UPD,1630,188,2318,503
DOC_202009150715_НТКА-002919_003-000.jpg,2480,3507,factura2,2146,472,2355,1709
DOC_202009151002_НТКА-002927_002-000.jpg,2480,3507,UPD,1649,44,2376,417
DOC_202009151002_НТКА-002927_002-000.jpg,2480,3507,factura2,2190,381,2354,1694
DOC_202009151006_НТКА-002922_002-000.jpg,2480,3507,UPD,1593,175,2343,516
DOC_202009151006_НТКА-002922_002-000.jpg,2480,3507,factura2,2158,469,2312,1678
